model,parameter_value,a,b,K0,n,n_over_n0,eps,mu_b,P,dP_dn,d2eps_dn2,vs2,quark_fraction,n_q,n_n,k_bu,k_f
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.4547453237410071,2.8421582733812945,505.50438229359054,1392.2424644367159,127.6141266958591,275.9189266062254,606.8552241395614,0.19818309931945569,0.43345254201620215,0.19711051654552034,0.2576348071954868,3.6440337373329177,4.309948116437212
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.4604995683453237,2.878122302158273,513.5257328745635,1395.7201865577638,129.20522595606155,277.13298648023186,601.894962962029,0.19855913036818598,0.44020915456358456,0.20271612565819055,0.25778344268713316,3.6868194499515696,4.343368697084964
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.46625381294964025,2.9140863309352514,521.567012998862,1399.1701202631705,130.80350868012312,278.4111887652032,597.1968180230381,0.198983086283201,0.44680831380513575,0.20832607996924393,0.2579277329803963,3.728859718901108,4.376390254206107
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.4720080575539568,2.95005035971223,529.6280671046541,1402.5936937792546,132.4093181175286,279.7450909671311,592.732964770363,0.19944841632173943,0.45325438232704174,0.21393972058000546,0.2580683369739514,3.7701816247909816,4.409028577742485
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.4777623021582733,2.9860143884892083,537.7087473878173,1405.992185342022,134.02295204068642,281.12726015242004,588.4790957033614,0.19994937602304877,0.4595531128302647,0.219557153149788,0.25820514900848535,3.8108159517477045,4.44128960991357
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.48351654676258987,3.0219784172661868,545.8089129970851,1409.3667420275503,135.64466815724532,282.5511443785543,584.4139311255174,0.20048092235529066,0.4657094120685601,0.22517820671822616,0.25833834004436373,3.8507895412496476,4.473182672158026
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.48927079136690643,3.0579424460431652,553.9284293294478,1412.7183959898464,137.27468883665395,284.01096160484764,580.5188073200402,0.20103862341641718,0.47172713339788885,0.23080230786682732,0.2584684835000791,3.890124751532346,4.5047219266133345
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.495025035971223,3.0939064748201437,562.0671674121718,1416.0480784896558,138.91320524400822,285.50160364080375,576.7773205846055,0.20161858059601845,0.47761209505299174,0.2364299445338984,0.2585950914373246,3.92884981490018,4.535908160154988
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.5007792805755394,3.1298705035971213,570.2250033596515,1419.3566320340146,140.56038096120156,287.01855299965086,573.1750265518588,0.20221736138882712,0.48336738705001286,0.24206037234058375,0.2587189082349557,3.966982970322933,4.566757301233479
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.5065335251798561,3.1658345323741,578.401817895137,1422.6448209086832,142.21635516388218,288.5578108237451,569.6991822395858,0.20283194131296603,0.48899763714207833,0.24769369694619706,0.25883982823365903,4.004547015926232,4.597274566365727
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.5122877697841726,3.2017985611510786,586.5974959287969,1425.913340332829,143.88124541313343,290.11583431920883,566.3385251925511,0.20345965362207186,0.4945068526585154,0.2533298126914213,0.25895795709275127,4.041562051577406,4.627467634748254
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.5180420143884892,3.237762589928057,594.8119261848034,1429.1628244268031,145.5551501123984,291.68948233166356,563.083081784873,0.20409814567395565,0.49989820285504616,0.2589682719962137,0.2590737423922755,4.078044843922495,4.657348168324682
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.5237962589928057,3.2737266187050356,603.0450008710924,1432.3938531598228,147.23815067281916,293.2759679000001,559.9240043567146,0.2047453409919633,0.5051766284256021,0.26460962809992905,0.25918663089287663,4.114017570601719,4.6869155110336775
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.5295505035971223,3.3096906474820145,611.2966153864056,1435.6069584215297,148.93031342412698,294.87281686064523,556.8534295732455,0.20539940624477196,0.5103442434815201,0.2702530511435314,0.2592974524535909,4.149492562222432,4.716185606586239
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.5353047482014388,3.3456546762589925,619.5666680599252,1438.802629342654,150.63169130357915,296.4778317065186,553.8643590702889,0.206058722482298,0.5154051382388913,0.2758988177466975,0.2594059304547413,4.184488313460474,4.745160844557598
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.5410589928057553,3.3816187050359705,627.8550599195484,1441.981316950048,152.34232535092036,298.0890599446775,550.9505474853021,0.2067218600135328,0.5203627176574878,0.2815469279094259,0.2595120648963294,4.219020667172195,4.7738468301047146
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.5468132374100719,3.4175827338129494,636.1616944850954,1445.1434382570774,154.06224603316406,299.7047663061356,548.1064181005029,0.20738755639896622,0.5252196180752149,0.2871970397109898,0.2596161976990821,4.253102603909539,4.80225308716585
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.5525674820143884,3.4535467625899274,644.4864775836569,1448.289379868048,155.79147441973043,301.32340836294145,545.3269783862216,0.20805469718378705,0.529978602369388,0.2928489418327575,0.25971854018163093,4.286747226007952,4.830387393689027
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.5583217266187049,3.489510791366906,652.8293171842846,1451.4195011452298,157.5300232266175,302.9436150965223,542.6077523855321,0.20872229900279507,0.5346433826989112,0.29850301655372113,0.2598187100649838,4.319970454450455,4.858250371083665
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.5640759712230216,3.525474820143885,661.1901232497864,1454.5341370092276,159.27789774489307,304.56416797393143,539.9447208483222,0.20938949470114723,0.5392163516462651,0.3041589872542013,0.25991698396882024,4.352783633084953,4.88585030522864
